Date,heading,detail,reference,Themes,type
2020-10-18,New Zealand travellers detained in Perth,"Twenty-four New Zealanders who arrived in New South Wales under the new travel bubble and travelled through to Perth are placed into hotel quarantine in accordance with Western Australia’s quarantine mandates. Victoria Premier Daniel Andrews says that the state did not agree to a travel bubble with New Zealand but cannot place New Zealand travellers in quarantine, as Victoria had not implemented quarantine mandates for interstate travel.","(RNZ, 2020a)",Trans-Tasman bubble,Bubble
2020-10-16,New Zealand travellers detained in Melbourne,Fourteen travellers from New Zealand are detained after taking connecting flights to Melbourne from Sydney. The state of Victoria – unlike New South Wales and the Northern Territory – had not entered into any agreement with the New Zealand government to allow quarantine-free travel for New Zealanders.,"(NZ Herald, 2020b)",Trans-Tasman bubble,Bubble
2020-10-16,NSW and Northern Territory bubble begins,"New Zealanders are now permitted to travel to two Australian states, New South Wales and the Northern Territory, without mandatory quarantine on arrival, as per agreements with officials from both states. ","(NZ Herald, 2020a)",Trans-Tasman bubble,Bubble
2020-10-12,Agreement to purchase 1.5 million Pfizer/BioNTech vaccines signed,"The government announces that it has signed an agreement to purchase 1.5 million vaccines from Pfizer and BioNTech, provided that the vaccine successfully completes all clinical trials and is met with regulatory approval in New Zealand. The earliest projected delivery of the vaccines is in the first quarter of 2021, according to Minister of Research, Science and Innovation Hon Dr Megan Woods.","(Woods & Hipkins, 2020)",Vaccination,Vaccination
2020-10-07,Auckland moves down to Level 1,"As of 11.59pm, the whole country is now at Level 1. Community transmissions remain low and infrequent and measures of prevention continue to evolve as new incidents unfold and information emerges.","(New Zealand Government, 2020a)",Alert level,Alert level
2020-10-05,Managed Isolation Allocation System established,Everyone who is planning to arrive in New Zealand must first register using the Managed Isolation Allocation System (MIAS) as the first step towards securing a place in a managed isolation facility. ,"(MOH, 2020q)",Border control,Border
2020-10-02,Trans-Tasman travel changes announced,"Australia announces that from 16 October, New Zealanders will be able to travel to New South Wales and the Northern Territory without being required to quarantine upon arrival. Australians will continue to have to isolate when entering New Zealand. The New Zealand government has indicated that in order for there to be quarantine-free travel into New Zealand, the departure location should have had no community transmissions for a period of 28 days. ","(RNZ, 2020z; Yardley, 2020)",Trans-Tasman bubble,Bubble
2020-09-23,First ‘historical cases’ emerge,"In their daily count of new virus cases, the government announces six historical cases (one confirmed and five probable), all from one family, who were exposed to an infected person from Italy. These cases have only just been discovered. The infection had occurred in late February; however, the family did not get tested as they did not meet the defined symptoms at the time. Following the return of mild symptoms, the historical confirmed case was tested and returned a weak positive result, consistent with an old infection. The man had experienced the first symptoms on 21 February, making it now the first recorded case of COVID-19 in New Zealand, one week earlier than what was previously recorded as the first case. ","(MOH, 2020p)",Testing,Testing
2020-09-23,Auckland moves to Alert Level 2,Auckland joins the rest of New Zealand at Alert Level 2 at 11:59 pm. This comes without extra restrictions on travel and gatherings.,"(New Zealand Government, 2021a)",Alert level,Alert level
2020-09-21,Coalition government invests in global COVAX facility,"The government invests $27 million into vaccine development and manufacturing with the global COVAX facility. This investment functions as a pre-purchase should any of the COVAX vaccine candidates prove to be successful. It is part of the government’s COVID-19 vaccine strategy introduced in May, which emphasises support of global research and manufacturing capacities. ","(Peters, 2020)",Vaccination,Vaccination
2020-09-21,Most of New Zealand moves down to Level 1,"The Government announces that all of New Zealand, except for Auckland, will move to Level 1 at 11.59pm. Auckland remains in Level 2 until 6 October 2020. ","(New Zealand Government, 2020a; NZ Herald, 2020h)",Alert level,Alert level
2020-09-06,Stricter rules put in place for the testing of border workers ,"The COVID-19 second wave in Auckland is thought to be due to border failure; it is reported that 60% of staff working at the borders have not been tested for COVID-19. At midnight on 6 September, the COVID-19 Public Health Response (Required Testing) Order 2020 comes into effect. It requires workers to receive routine tests if they work in a managed isolation facility, weekly tests if they work in a quarantine facility, or fortnightly tests if they are a high-risk border worker at the Ports of Auckland, Port of Tauranga and Auckland International Airport. ","(Daalder, 2020c; MOH, 2020o; RNZ, 2020y)",Border control,Border
2020-09-04,First COVID-19 death from second wave announced,"The first death linked to New Zealand’s second wave is a man in his 50s from Auckland. On 6 September, the total number of active cases is 116; 39 are imported and 77 are community cases. The total number of confirmed cases to date is 1421.","(MOH, 2020n; RNZ, 2020x)",Community outbreak,Outbreak
2020-08-31,Government launches review on misinformation,"The Ministry of Health is to review a communications breakdown that saw 700,000 people in West and South Auckland incorrectly told to get tested for COVID-19 even if they do not have symptoms. The message states: ‘If you’re in South or West Auckland, or if you have a greater risk of poor health outcomes if you were to get Covid-19, even if you don’t have symptoms, please have a test.’ This results in testing stations being inundated with citizens demanding a test. This was posted on the government’s official COVID-19 Facebook page but the advice was deleted three days later. ","(NZ Herald, 2020g; University of Auckland, n.d.; Walls, 2020b)",Governance,Governance
2020-08-31,Face masks become mandatory on public transport ,"On 30 August at 11.59pm, Auckland drops from Level 3 to a version of Level 2 with extra restrictions, while the rest of the country remains on Level 2. The adaptation of Level 2 in Auckland impacts social gatherings, limiting groups to a maximum of ten. The following day, wearing a face mask becomes mandatory on public transport for everyone in the country aged 12 or over (with health, disability and practicality exemptions). From 23 September, masks are only required on planes and Auckland public transport. After Auckland moves to Level 1 on 7 October, masks are no longer mandated. However, on 16 November, after several community cases linked to an Auckland MIQ facility, the government announces that from 19 November masks will be mandatory on Auckland public transport and all domestic flights.","(BBC, 2020; Hipkins, 2020b; New Zealand Government, 2020a; 2020c; RNZ, 2020w)",PPE,PPE
2020-08-26,Committee on Surveillance Plan and Testing Strategy established,Minister of Health Chris Hipkins establishes an advisory committee to oversee the implementation of the COVID-19 Surveillance Plan and Testing Strategy. The Surveillance Plan aims ‘to understand the burden of COVID-19 disease and SARS-CoV-2 infection in the New Zealand population in order to inform the COVID-19 response’ and ‘to assess the effectiveness and equity of public health strategies to control the disease’. The group is co-chaired by Sir Brian Roche and Heather Simpson.,"(Hipkins, 2020a)",Testing,Testing
2020-08-26,Composition of the national reserve supply updated,"The national reserve supplies (NRSs) aim to ensure that DHBs and the wider health sector have continued access to specific critical supplies during a pandemic. There have been frequent calls for the composition register to be updated more regularly on the Ministry of Health’s website. The previous update was on 28 January 2020, a full seven months earlier.","(McGuinness Institute, pers. comm., 22 April 2020; MOH, 2020m)",National reserve supply,National reserve supply
2020-08-21,Resurgence Wage Subsidy becomes available,The Resurgence Wage Subsidy is available from 21 August 2020 to 3 September 2020. It is for employers and self-employed people who would otherwise have to lay off staff or reduce their hours due to COVID-19.,"(Work and Income, n.d.[a])",Financial support,Financial support
2020-08-20,Massey University researchers release vaccination survey results,Massey University researchers Dr R. G. Vishnu Menon and Dr Jagadish Thaker release research undertaken in mid-2020 into the attitudes of the New Zealand public towards vaccination in general and the coronavirus vaccine in particular. Their research finds that 74% of those surveyed intend to get vaccinated against COVID-19 when a vaccine becomes available. They also find that Māori survey participants are less willing to get the COVID-19 vaccine than other New Zealanders. Survey participants report protection of family and protection of self as the two most common reasons for wanting to receive the vaccine. ,"(Menon & Thaker, 2020)",Vaccination,Vaccination
2020-08-19,QR code poster becomes mandatory for all businesses,All businesses and workplaces are legally required to display a NZ COVID Tracer QR code. The poster must be displayed in a prominent place at each location in order to enable New Zealanders to use the government’s COVID-19 tracing app effectively. ,"(New Zealand Government, n.d.[h]; Todd, 2020)",Track and tracing,Track and tracing
2020-08-19,First nine days of lockdown found to be illegal ,"Lawyer Andrew Borrowdale requests a judicial review of the lockdown orders made between 25 March 2020 (11:59 pm) and 13 May 2020 (11:59 pm). Borrowdale does not challenge the merits of the government response, but whether the restrictions imposed were within the law. The High Court releases its verdict, which is that the first nine days of lockdown between 26 March and 4 April were unlawful. Under the Health Act 1956, the government could lawfully impose the restriction of social gatherings, but could not legally enforce the restrictions on personal movement requiring New Zealanders to ‘stay at home’ and ‘stay in their bubble’. The Court rules this a breach of the New Zealand Bill of Rights Act. ","(Borrowdale v Director General of Health, 2020; Simpson Grierson, 2020)",Governance,Governance
2020-08-18,Ombudsman’s Report on Inspections of Aged Care Facilities released,"Six inspections take place between 17 April and 8 May 2020 of secure aged care facilities in Auckland, Christchurch and Waikato. Twenty-one suggestions are made, including that each facility should ‘consider the size and integrity of its “bubble”, and [be] clear and consistent in its “bubble” management during the pandemic’ and that residents are better ‘supported to express their concerns and make complaints’.","(Office of the Ombudsman, 2020b: 8, 10, 21, 22)",Aged residential care,Aged residential care
2020-08-17,2020 general election postponed,"The general election, initially scheduled for 19 September, is postponed until 17 October, as a response to the COVID-19 outbreak in Auckland. The dissolution of Parliament, which was supposed to have happened on 12 August, is pushed out to 6 September. This is the fourth time in New Zealand’s history that elections have been postponed, the other postponements being due to the First World War, the Great Depression and the Second World War. ","(Hendry-Tennent, 2020)",Governance,Governance
2020-08-12,Auckland moves to Alert Level 3,"At 12pm the Auckland region moves to Alert Level 3. The rest of New Zealand moves to Alert Level 2. On 14 August, Prime Minister Jacinda Ardern announces that the Alert Levels will remain for 12 more days. ","(New Zealand Government, 2021a)",Alert level,Alert level
2020-08-11,Move up to Alert Level 2 and 3 announced (second wave begins),"After 102 days without community transmission in New Zealand, four people test positive for COVID-19 in Auckland. On 31 July a worker at the Mount Wellington branch of the Americold cool store company becomes ill but is not tested. On 11 August his co-worker becomes ill; he and his family of four test positive for COVID-19. Prime Minister Jacinda Ardern announces that from noon the following day, Auckland will move to Alert Level 3 and the rest of New Zealand will move to Alert Level 2. Significant concerns are raised for the Pasifika and church communities. For the first time genome sequencing is used to help track the outbreak’s spread and link new community cases to prior confirmed cases. The Prime Minister’s Chief Science Advisor Juliet Gerrard states: ‘There were several instances where we were reassured that seemingly unconnected clusters were actually closely linked. There were other times when the specific mutation in a sequence significantly narrowed the search for the contact tracers. Without that information, we would have been in the dark about whether new cases lacking a known link to the cluster were due to another source (e.g. a managed isolation facility) or were in fact linked to the community outbreak.’","(Ardern, 2020g; Daalder, 2020b; Neilson, 2020; New Zealand Government, 2020a)",Alert level,Alert level
2020-08-11,Cost of managed isolation to be charged to some arrivals,"New Zealand citizens or residents returning to the country for less than 90 days, or who leave New Zealand after 11 August, or those holding temporary visas (with exceptions) are asked to contribute to the costs of their 14 days of managed isolation. As at 13 October, there are 32 managed isolation facilities, with an effective capacity of 7263 beds, of which 4776 are occupied.","(MBIE, 2020b; 2020c; Woods, 2020)",Border control,Border
2020-08-06,Clark calls for inquiry into New Zealand’s response to COVID-19,"The 2017 New Zealand Influenza Pandemic Plan: A framework for action was designed for an influenza pandemic, not a novel coronavirus. Former Prime Minister Helen Clark believes New Zealand needs a time of ‘reflection’ in the form of an inquiry into the response to COVID-19 in order to help the country be better prepared for future pandemics. Clark states: ‘We have to learn the lessons. In many ways, we dodged a bullet. We were not ready for this.’","(Murphy, 2020)",Governance,Governance
2020-08-06,CovidCard trial in Rotorua announced,The government announces it will perform its second trial of the CovidCard with 250–300 people in the Rotorua region.,"(Moir, 2020)",Track and tracing,Track and tracing
2020-07-10,WHO announces investigation into its handling of pandemic ,"Former Prime Minister Helen Clark is selected to co-lead the investigation into WHO’s handling of COVID-19. Clark will join Ellen Johnson Sirleaf, former president of Liberia, on the Independent Panel for Pandemic Preparedness and Response. The investigation ‘will analyse where the coronavirus originated and how to prevent the future outbreak of pandemics, as well as how countries responded to the virus’.","(RNZ, 2020v)",Governance,Governance
2020-07-07,Air New Zealand and Singapore Airlines asked to manage arrivals,The government calls on both airlines to manage international bookings in order to prevent managed isolation facilities being overwhelmed. Air New Zealand advises that over 5000 people are booked to arrive back in New Zealand in the following three weeks.,"(University of Auckland, n.d.)",Border control,Border
2020-07-04,First escape from a managed isolation and quarantine facility,"A 43-year-old woman allegedly scales two fences at the Pullman Hotel, a managed isolation facility in Auckland’s CBD. She is located two hours later. Over the next few months a number of other people attempt to escape from managed isolation and quarantine facilities or abscond from pre-arranged compassionate exemptions. Under the COVID-19 Public Health Response Act 2020, those that commit an offence are liable for a term of imprisonment of up to six months or a fine of up to $4000. ","(NZ Herald, 2020e; 2020f; RNZ, 2020u)",Border control,Border
2020-07-02,David Clark resigns as Minister of Health ,"Minister of Health David Clark resigns, stating that he has become a distraction when the government and the country need to focus on the pandemic. This is in response to a video that went viral containing footage of Clark discussing Director-General of Health Dr Ashley Bloomfield’s management of the border. Clark had previously offered his resignation when he broke his own rules during the Alert Level 4 lockdown. Prime Minister Jacinda Ardern did not accept his resignation at that time, saying she felt the country needed continuity.","(Clark, D., 2020c; Tibshraeny, 2020)",Governance,Governance
2020-07-01,COVID-19 All-of-Government Response Group established,"The group is established as a business unit of the Department of the Prime Minister and Cabinet (DPMC) to take over from the National Crisis Management Centre. It is mandated to co-ordinate, and where necessary lead, the all-of-government response to the ongoing pandemic. ","(DPMC, 2020b)",Governance,Governance
2020-06-30,National Crisis Management Centre deactivated,The National Crisis Management Centre is deactivated two months after it is established. It is replaced with the COVID-19 All-of-Government Response Group (see 1 July 2020). ,"(DPMC, 2020b)",Governance,Governance
2020-06-23,Reports of MIQ guests leaving without a negative test result,"From 9 June 2020, a negative test and at least a week in isolation was mandatory before compassionate leave from managed isolation could be granted. On 13 June 2020, two people were allowed to leave their managed isolation at the Novotel Ellerslie in Auckland without being tested on the condition that they were tested in Wellington, which returned positive results. The pair drove from Auckland to Wellington while infected.","(Cheng, 2020a; 2020b)",Border control,Border
2020-06-17,Auditor-General report on management of PPE released,"On 21 April the Office of the Auditor-General (OAG) announces it will undertake an independent review of the Ministry of Health’s management of personal protective equipment (PPE) as part of the government’s COVID-19 response. The report finds that, while the overall New Zealand response has been highly effective, ‘there were gaps in the planning about how PPE would be procured and distributed to mitigate the risk of shortages’. The report also notes that in early February, the Ministry of Health did not know what stock DHBs held, some of the national reserve stock had expired and guidelines around ‘who should use what PPE and in what circumstances’ created unnecessary confusion. ","(OAG, 2020a; 2020b; 2020c: 5)",PPE,PPE
2020-06-16,Compassionate exemptions temporarily suspended,"The government decides to temporarily suspend compassionate exemptions after two breaches of isolation protocols. Two women who had arrived from the UK were permitted to leave a managed isolation facility and drive from Auckland to Wellington to see a dying family member. On arrival in Wellington they tested positive for COVID-19; it also emerged they had met with friends en route. Around the same time, a group of six who had been given a compassionate exemption to attend a funeral in Hamilton had absconded instead of returning to managed isolation. The suspension aims to review and strengthen existing protocols. On 24 June it is announced that 51 of the 55 people granted an exemption on compassionate grounds had not been tested for COVID-19.","(Andelane, 2020; Blommerde, 2020; Clark, D., 2020b; NZ Herald, 2020e; 2020f; Turton, 2020)",Border control,Border
2020-06-12,Quality concerns over masks,The Ministry of Health identifies concerns around the quality of 4.9 million masks purchased internationally as part of securing New Zealand’s supply of personal protective equipment (PPE). ,"(MOH, 2020l)",PPE,PPE
2020-06-08,Move down to Alert Level 1,"At 11.59pm, all restrictions are lifted on work, school, sports, businesses and domestic travel; however, strict border controls remain in place. There are no active cases left in New Zealand.","(MOH, 2020k; New Zealand Government, 2020a)",Alert level,Alert level
2020-05-29,Independent Review of COVID-19 Clusters in Aged Residential Care Facilities released,"‘Six people have died in Christchurch’s Burwood Hospital from coronavirus since April 6, when 20 elderly dementia patients from Rosewood Rest Home were moved there. … On 15 April, ‘[t]hree Burwood Hospital staff who came into contact with the Rosewood Rest Home residents have now contracted Covid-19. … It comes as a second cluster at The George Manning Life Care facility in Christchurch has been identified.’ On 17 April, six COVID-19-positive residents are transferred from St Margaret’s Hospital and Rest Home to Waitākere Hospital in Auckland,  and on 23 April a ninth COVID-19-positive resident dies at Rosewood Rest Home in Christchurch. On 30 April, the Ministry of Health begins an urgent review of the COVID-19 clusters at five aged residential care (ARC) facilities. By 24 May, 39 ARC residents and 78 health care workers are infected, along with 36 other people directly connected to this cluster. The report makes 19 recommendations, including the development of ‘a pandemic management workbook’.","(Guildford & Kenny, 2020; Martin, H., 2020; MOH, 2020i; 2020j: 14–16; Tokalau, 2020; TVNZ, 2020b)",Aged residential care,Aged residential care
2020-05-29,NZNO survey released,"The New Zealand Nurses Organisation (NZNO) Tōpūtanga Tapuhi Kaitiaki o Aotearoa, Stickybeak and the McGuinness Institute conduct a survey for all NZNO workers (nurses, midwives, health care assistants, kaimahi hauora and nursing students) working on the frontlines at the height of the COVID-19 pandemic in New Zealand. Results highlight an unprepared health-care system and a ‘lack of confidence in PPE supply’, indicating a ‘massive flaw in its supply and distribution as well as a disturbing disconnect between high level rhetoric and what actually happens on the ground’. Results from 28 May, near the end of the first wave of the virus in New Zealand, show that 183 health care workers were infected, making up 12% of the total cases (1504). ","(NZNO, 2020; Wade, 2020)",PPE,PPE
2020-05-26,Vaccine Strategy Taskforce established,"The government launches its COVID-19 vaccine strategy by announcing a $37 million investment with the aim of securing a safe and effective vaccine, in sufficient quantity, at the earliest possible time. A task force comprising MBIE, the Ministry of Health (and its agencies Medsafe and Pharmac) and MFAT is set up to oversee the strategy’s implementation. Of the $37 million investment, $15 million is allocated for international research, $10 million for research within New Zealand, $5 million for manufacturing capability upgrades and $7 million for official development assistance that will aid vaccine distribution to developing countries. ","(MBIE, 2020a; 2020b)",Vaccination,Vaccination
2020-05-26,Epidemic Response Committee disestablished,The House agrees to disestablish the Epidemic Response Committee. ,"(New Zealand Parliament, 2020a)",Governance,Governance
2020-05-19,COVID-19 tracing app launched ,The COVID-19 tracing app is made available to download. The app is voluntary and enables New Zealanders to record their locations so that MOH can trace and contact them in the event that they have been in the same location as someone who has tested positive for COVID-19. ,"(RNZ, 2020t)",Track and tracing,Track and tracing
2020-05-18,New Zealand joins international coalition seeking investigation into COVID-19 origins,"Prime Minister Jacinda Ardern announces that New Zealand, alongside 62 other countries, is backing a push from the Australian Government and the European Union for an independent inquiry into the coronavirus outbreak and the WHO-co-ordinated international health response to COVID-19. ","(RNZ, 2020s)",COVID-19 origins,COVID-19 origins
2020-05-16,Commercial tenancy agreements and mortgage laws adapted,"Concern over the fate of small to medium-sized enterprises (SMEs) during COVID-19 restrictions escalates, and a number of business leaders criticise the SME assistance package announced on 15 April due to its lack of help for commercial rental payments. On 16 May the government passes the COVID-19 Response (Further Management Measures) Legislation Act 2020, which gives commercial tenants 30 working days to catch up on overdue rent before a landlord can evict them. In turn, the notice lenders must give to landlords regarding overdue mortgage payments is extended from 20 to 40 days. On 30 July 2020 a further subsidy is announced that will help cover the cost of mediation and arbitration between businesses and landlords to help ‘resolve issues about adjusting rent as they face the economic impacts of COVID-19’. ","(Mandow, 2020c; MoJ, 2020; Robertson et al., 2020)",Financial support,Financial support
2020-05-13,Move down to Alert Level 2 at 11.59pm,Level 2 enables all businesses to reopen with strict measures in place for social distancing. Gatherings of more than 100 people are prohibited. The government announces a $50-billion recovery package as part of the 2020 Budget. The State of Nationally Emergency expires at 12.21pm.,"(Beehive, 2020b; New Zealand Government, 2020a; New Zealand Government, 2021a)",Alert level,Alert level
2020-05-13,Waitākere Incident Review Report released,"Between 25 and 30 April 2020, three nurses working at Waitākere Hospital test positive for COVID-19 after caring for a group of elderly COVID-19 patients from St Margaret’s Hospital and Rest Home, an aged residential care (ARC) facility in West Auckland. The report finds that although full PPE was available to staff, there were ‘problems with the usability of the PPE and changes in types of PPE provided’ and that this may have led to the nurses testing positive.","(Waitematā DHB, 2020: 4–5)",Aged residential care,Aged residential care
2020-05-13,COVID-19 Public Health Response Act 2020 ,"The purpose of this Act is to support a public health response to COVID-19 including the creation of COVID-19 orders, to enforce and set penalties and to recover MIQF costs.",NA,Governance,Governance
2020-05-07,CovidCard trialled in Nelson,"The CovidCard is a $100-million proposal designed to track and record close contacts. It is a ‘low energy bluetooth device the size of a credit card, that is designed to be worn on a lanyard around the neck when in areas such as public transport, workplaces, bars, restaurants, gyms, hospitals, large gatherings and events’. A trial at a Nelson hospital runs from 7 to 12 May. ","(Daalder, 2020a; Dreaver, 2020)",Track and tracing,Track and tracing
2020-05-05,State of National Emergency Extended,"At 12:21 pm the State of National Emergency is extended. It was previously extended on 31 March, and on 2, 8, 15, 22 and 29 April. ","(New Zealand Government, 2021a)",Governance,Governance
2020-05-04,No new cases,"For the first time since 16 March 2020, no COVID-19 cases are reported in New Zealand. On 5 May, there are also no cases. ","(Strongman, n.d.)",Community outbreak,Outbreak
2020-04-27,New Zealand moves to Alert Level 3,"At 11:59 pm New Zealand moves to Alert Level 3, after almost five weeks at Level 4.","(New Zealand Government, 2021a)",Alert level,Alert level
2020-04-22,Medsafe bans the import and trade of COVID-19 point of care test kits,"Following concerns about the quality of the variety of testing kits on the international market, New Zealand’s medical regulatory body Medsafe prohibits the ‘importation, manufacture, packing, sale, supply or use of COVID-19 point of care test kits that have not been otherwise authorised by Medsafe’. There are two primary types of COVID-19 test kits. The PCR test takes tissue samples which are then tested in laboratories for the positive identification of the SARS-CoV-2 virus; this test is approved by the MOH.","The second test, known as a point of care test kit, uses a blood sample to detect antibodies and can be used in the home or workplace, but the results are less certain. There is a concern over the general lack of quality control if the second type of test is adopted in New Zealand.
(Chumko, 2020; MOH, 2020h; University of Otago, n.d.[b])",Testing,Testing
2020-04-20,Move down to Alert Level 3 announced ,"After four weeks at Level 4, Prime Minister Jacinda Ardern announces that, from 28 April, New Zealand will drop to Level 3 for at least two more weeks. This enables some businesses to open under strict physical distancing practices. New Zealand remains at Level 3 until 14 May. ","(Ardern, 2020f; New Zealand Government, 2020a)",Alert level,Alert level
2020-04-20,Verrall report on contact tracing released,"The Rapid Audit of Contact Tracing for COVID-19 report is commissioned by the Ministry of Health. The author, Dr Ayesha Verrall, makes eight recommendations, including the need to explore ways ‘to rapidly scale case identification and contact tracing and regain control’. On 6 May, the Contact Tracing Assurance Committee (CTAC) is established to review the extent to which the recommendations have been implemented; they find that they generally have been but ‘further optimisation is now the goal’. ","(Roche et al., 2020: 1, 2; Verrall, 2020)",Track and tracing,Track and tracing
2020-04-16,COVID-19 Māori Response Action Plan released,The plan develops a framework to protect the health and wellbeing of Māori. ,"(MOH, 2020g)",Māori,Māori
2020-04-15,SME assistance package announced,"The government announces a package of new measures to provide relief for small and medium-sized businesses. ‘Finance Minister Grant Robertson says while the Government has already acted swiftly in response to the crisis, with about $20 billion in support already announced, it recognises that more is needed. The new measures include: $3.1 billion tax loss carry-back scheme (estimated cost over the next two years), $60 million estimated annual savings to business each year from changes to the tax loss continuity rules, $25 million in the next 12 months for further business consultancy support, greater flexibility for affected businesses affected to meet their tax obligations, [and] measures to support commercial tenants and landlords.’","(Robertson, G., et al., 2020)",Financial support,Financial support
2020-04-09,Mandatory 14 days in MIQ announced,"Everyone who arrives in New Zealand from 10 April must spend 14 days in a managed isolation facility, or in a quarantine facility if they test positive, have COVID-19 symptoms or have been in close contact with someone who has tested positive. A quarantine facility is a high-risk facility; people are not allowed to leave for exercise or recreation. In contrast, a managed isolation facility is a low-risk facility with less stringent rules. These rules have changed over time; a 9 April notice indicates that people in managed isolation facilities are able to leave the facility for exercise or recreation within a 2-kilometre radius wearing PPE. However, on 12 June, after footage from Auckland’s Crowne Plaza (a managed isolation facility) shows returning New Zealanders ‘mingling with others from different flights … and coming in close contact with the public’ on guided walks outside the facility, it is announced that the walks will be cancelled and that managed isolation groups will ‘now only be able to exercise on hotel premises or be bussed to a safe area’. As at 4 November 2020, the MIQF website indicates that people are able to leave the facility to ‘take part in planned outdoor exercise’. Before a person can leave a facility at the end of the 14-day period, a final health check is carried out to confirm they test negative for COVID-19.","(Hall, 2020; Hercus et al., 2020; MBIE, 2020a; MOH, 2020f; TVNZ, 2020a)",Border control,Border
2020-04-11,Exemption from MIQ permitted for medical reasons,"Exemptions are granted to allow leave from mandatory managed isolation on medical grounds. Arrivals granted this exemption are permitted to self-isolate at home or in a health-care facility. Between 11 April and 7 October 2020, 152 people were granted this exemption.","(Hutt, 2020)",Border control,Border
2020-04-07,Limited testing kits available ,"The Ministry of Health advises there are 44,000 testing kits in the country, enough to last 15 days at the current testing rate. There are also concerns over access to key ingredients used to obtain test results. ‘The kits are made up of reagent chemicals – primers, probes and buffers – in addition to either a nasal or back-of-the-throat swab. The reagents produce the chemical reaction which tells the lab if a result is positive or negative.’ Clinical microbiologist James Ussher comments that due to global demand, ‘companies are doing the best to try and supply and maintain testing capability in laboratories around the world ... [but they are] often not able to send out as much as we might like. Often those shipments don’t get the whole order met so we might be running with less stock on hand than we would feel comfortable with.’","(Cook, C., 2020)",Testing,Testing
2020-04-07,Aotearoa/New Zealand’s COVID-19 elimination strategy published,"The document sets out ‘the overarching components of an elimination strategy, whether it is consistent with core principles for public health action in a pandemic, and indicators of success’. ‘Elimination of COVID-19 (or any disease) means reducing new cases in a defined geographical area, in this case Aotearoa/New Zealand, to zero (or a very low defined target rate). Elimination is distinct from eradication.’ The strategy is prepared by ‘the COVID-19 Public Health Response Strategy Team (a group of epidemiologists and public health medicine specialists seconded temporarily to the Ministry of Health). The team consists of: Dr Amanda Kvalsvig, Dr Caroline Shaw, Dr Lucy Telfar-Barnard, Dr Anja Mizdrak, Dr Polly Atatoa-Carr, Dr Mel McLeod [and] Dr Ruth Cunningham.’ ","(MOH, 2020e)",Governance,Governance
2020-04-05,Personal protective equipment arrives,"The first shipment of PPE direct from Shanghai, China, arrives on an Air New Zealand flight. This is the first of six planes landing in the coming days carrying 150,000 N95 masks, 2.5 million disposable masks, 50,000 sterilised gowns, 140,000 medical alcohol wipes, 30,000 plastic face shields and 100,000 litres of hand sanitiser. Concern has been mounting over a general lack of PPE, medical equipment and medicine in New Zealand; in particular P2 and N95 face masks, medical glasses, goggles and face shields, medical ventilators and the medication necessary to manage an increase in the number of patients requiring medical ventilation units. This leads to a response by business leaders, including Warehouse founder Sir Stephen Tindall, Trade Me creator Sam Morgan, former Air New Zealand chief executive Rob Fyfe and toy-maker Zuru founders Nick, Mat and Anna Mowbray, among others. Tindall underwrites the purchase of 50 New Zealand-made ventilators at $60,000 each and together with Sam Morgan explores ways to manufacture medical ventilators in New Zealand.","(Gower, 2020; Mandow, 2020a; 2020b; Stock, 2020)",PPE,PPE
2020-04-02,WhatsApp COVID-19 channel launched,"As part of the COVID-19 Response and Recovery Fund, the government invests $672,000 in a government WhatsApp channel, which will enable New Zealanders to access timely COVID-19-related information during lockdown. More than 50,000 people sign up but the channel is disestablished on 7 June.","(Forrester, 2020)",Governance,Governance
2020-04-01,National Crisis Management Centre activated,"The National Crisis Management Centre is activated to co-ordinate the national response to COVID-19. The New Zealand Defence Force (NZDF) provides personnel in a range of planning functions across government (approximately 80 personnel) and from 10 April provides specific staff (approximately 300) to help operate managed isolation and quarantine facilities. This is called Operation Protect, and fits under the broader all-of-government response to COVID-19. ","(New Zealand Government, 2020b; NZDF, 2020b)",Governance,Governance
2020-03-31,Manufacturers unite to build supply capability ,"Over this time a number of initiatives are established to connect local businesses that have resources to either manufacture or supply additional PPE and medical resources to the health-care professionals who need it. The McGuinness Institute establishes SupplyNZ on 31 March and by 1 May there are over 100 registrants. ManufacturingNZ sets up a similar tool at the same time and by 12 October 2020 there are 187 registrants. Both provide an online tool to connect manufacturers and/or purchasers quickly. Lanaco, New Zealand’s first local manufacturer of disposable face masks and filters that meet AS/NZS 1716 P2 standards, ramps up production.","(Lanaco, 2020; ManufacturingNZ, 2020; McGuinness Institute, 2020d; 2020e)",PPE,PPE
2020-03-29,First COVID-19 death confirmed ,"New Zealand’s first death linked to COVID-19 is a woman in her 70s from the West Coast. On 5 April, the number of confirmed cases passes 1000. ","(MOH, 2020d; Tyson, 2020)",Community outbreak,Outbreak
