class,category,indicator_name,series_name,sub_series_name,parameter,value,units,date,date_last_updated
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by gender,Female,2009,         515.345665,Mean mathematics score,2009,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by gender,Male,2009,         523.096511,Mean mathematics score,2009,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by gender,Average,2012,         499.749903,Mean mathematics score,2012,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by gender,Female,2012,         492.057078,Mean mathematics score,2012,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by gender,Male,2012,         507.111555,Mean mathematics score,2012,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by gender,Average,2015,         495.223256,Mean mathematics score,2015,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by gender,Female,2015,         490.921907,Mean mathematics score,2015,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by gender,Male,2015,         499.470547,Mean mathematics score,2015,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by gender,Average,2018,         494.489676,Mean mathematics score,2018,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by gender,Female,2018,         490.021525,Mean mathematics score,2018,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by gender,Male,2018,         498.888017,Mean mathematics score,2018,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Average,2003,         523.486585,Mean mathematics score,2003,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Māori,2003,         476.506431,Mean mathematics score,2003,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Pacific,2003,         454.961336,Mean mathematics score,2003,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Asian,2003,         533.326696,Mean mathematics score,2003,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Pākehā/European,2003,         540.111831,Mean mathematics score,2003,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Average,2006,         521.988849,Mean mathematics score,2006,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Māori,2006,         478.987562,Mean mathematics score,2006,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Pacific,2006,         460.191851,Mean mathematics score,2006,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Asian,2006,         543.412515,Mean mathematics score,2006,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Pākehā/European,2006,         535.898547,Mean mathematics score,2006,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Average,2009,         519.300872,Mean mathematics score,2009,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Māori,2009,         476.418014,Mean mathematics score,2009,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Pacific,2009,         446.140879,Mean mathematics score,2009,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Asian,2009,         528.782726,Mean mathematics score,2009,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Pākehā/European,2009,         537.152835,Mean mathematics score,2009,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Average,2012,         499.749903,Mean mathematics score,2012,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Māori,2012,         451.711088,Mean mathematics score,2012,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Pacific,2012,         431.019947,Mean mathematics score,2012,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Asian,2012,         529.766543,Mean mathematics score,2012,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Pākehā/European,2012,         517.084252,Mean mathematics score,2012,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Average,2015,         495.223256,Mean mathematics score,2015,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Māori,2015,         451.929035,Mean mathematics score,2015,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Pacific,2015,         441.403732,Mean mathematics score,2015,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Asian,2015,         514.748515,Mean mathematics score,2015,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Pākehā/European,2015,         508.740369,Mean mathematics score,2015,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Average,2018,         494.000000,Mean mathematics score,2018,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Māori,2018,         451.136013,Mean mathematics score,2018,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Pacific,2018,         432.510072,Mean mathematics score,2018,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Asian,2018,         522.230900,Mean mathematics score,2018,29-06-21
Social,Knowledge and skills,"Literacy, numeracy, and science skills of 15-year-olds",Maths – by ethnicity,Pākehā/European,2018,         506.712132,Mean mathematics score,2018,29-06-21
Social,Governance,Corruption,Corruption,Score,2012,          90.000000,Score,2012,26-01-22
Social,Governance,Corruption,Corruption,Score,2013,          91.000000,Score,2013,26-01-22
Social,Governance,Corruption,Corruption,Score,2014,          91.000000,Score,2014,26-01-22
Social,Governance,Corruption,Corruption,Score,2015,          91.000000,Score,2015,26-01-22
Social,Governance,Corruption,Corruption,Score,2016,          90.000000,Score,2016,26-01-22
Social,Governance,Corruption,Corruption,Score,2017,          89.000000,Score,2017,26-01-22
Social,Governance,Corruption,Corruption,Score,2018,          87.000000,Score,2018,26-01-22
Social,Governance,Corruption,Corruption,Score,2019,          87.000000,Score,2019,26-01-22
Social,Governance,Corruption,Corruption,Score,2020,          88.000000,Score,2020,26-01-22
Social,Governance,Corruption,Corruption,Score,2021,          88.000000,Score,2021,26-01-22
Economic,Economic standard of living,Low income,undefined,Percent,30-06-07,          18.000000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_lower,30-06-07,          16.200000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_upper,30-06-07,          19.800000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent,30-06-08,          18.800000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_lower,30-06-08,          17.000000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_upper,30-06-08,          20.600000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent,30-06-09,          17.700000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_lower,30-06-09,          15.900000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_upper,30-06-09,          19.500000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent,30-06-10,          18.000000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_lower,30-06-10,          16.300000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_upper,30-06-10,          19.600000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent,30-06-11,          17.800000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_lower,30-06-11,          16.600000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_upper,30-06-11,          19.000000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent,30-06-12,          18.100000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_lower,30-06-12,          16.500000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_upper,30-06-12,          19.700000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent,30-06-13,          17.300000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_lower,30-06-13,          15.800000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_upper,30-06-13,          18.900000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent,30-06-14,          18.700000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_lower,30-06-14,          17.100000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_upper,30-06-14,          20.400000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent,30-06-15,          18.500000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_lower,30-06-15,          17.200000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_upper,30-06-15,          19.700000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent,30-06-16,          17.500000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_lower,30-06-16,          16.100000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_upper,30-06-16,          18.900000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent,30-06-17,          17.800000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_lower,30-06-17,          16.600000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_upper,30-06-17,          18.900000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent,30-06-18,          18.600000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_lower,30-06-18,          17.400000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_upper,30-06-18,          19.800000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent,30-06-19,          16.600000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_lower,30-06-19,          15.900000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_upper,30-06-19,          17.300000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent,30-06-20,          16.200000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_lower,30-06-20,          15.500000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_upper,30-06-20,          16.900000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent,30-06-21,          16.500000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_lower,30-06-21,          15.800000,Percent,%Y,02-03-22
Economic,Economic standard of living,Low income,undefined,Percent_upper,30-06-21,          17.200000,Percent,%Y,02-03-22
Economic,Economic standard of living,Income,Total,$,30-06-20,       41595.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,Total,$_lower,30-06-20,       41058.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,Total,$_upper,30-06-20,       42132.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,Total,$,30-06-19,       40698.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,Total,$_lower,30-06-19,       40136.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,Total,$_upper,30-06-19,       41260.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,Total,$,30-06-21,       43903.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,Total,$_lower,30-06-21,       43384.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,Total,$_upper,30-06-21,       44422.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,European,30-06-20,       43567.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Māori,30-06-20,       35451.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Pacific peoples,30-06-20,       35322.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Asian,30-06-20,       40857.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,MELAA,30-06-20,       39398.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Other ethnic group,30-06-20,       36977.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,European_lower,30-06-20,       42869.900000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Māori_lower,30-06-20,       34210.200000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Pacific peoples_lower,30-06-20,       33414.600000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Asian_lower,30-06-20,       39263.600000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,MELAA_lower,30-06-20,       34276.300000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Other ethnic group_lower,30-06-20,       33427.200000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,European_upper,30-06-20,       44264.100000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Māori_upper,30-06-20,       36691.800000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Pacific peoples_upper,30-06-20,       37229.400000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Asian_upper,30-06-20,       42450.400000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,MELAA_upper,30-06-20,       44519.700000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Other ethnic group_upper,30-06-20,       40526.800000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,European,30-06-21,       45902.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Māori,30-06-21,       38143.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Pacific peoples,30-06-21,       37518.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Asian,30-06-21,       44417.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,MELAA,30-06-21,       43658.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Other ethnic group,30-06-21,       42410.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,European_lower,30-06-21,       45213.500000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Māori_lower,30-06-21,       36922.400000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Pacific peoples_lower,30-06-21,       36204.900000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Asian_lower,30-06-21,       42773.600000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,MELAA_lower,30-06-21,       39423.200000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Other ethnic group_lower,30-06-21,       39059.600000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,European_upper,30-06-21,       46590.500000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Māori_upper,30-06-21,       39363.600000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Pacific peoples_upper,30-06-21,       38831.100000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Asian_upper,30-06-21,       46060.400000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,MELAA_upper,30-06-21,       47892.800000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By ethnicity,Other ethnic group_upper,30-06-21,       45760.400000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,10-14 Years,30-06-20,       37335.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,15-19 Years,30-06-20,       38070.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,20-24 Years,30-06-20,       40908.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,25-29 Years,30-06-20,       47412.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,30-34 Years,30-06-20,       46241.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,35-39 Years,30-06-20,       44270.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,40-44 Years,30-06-20,       45988.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,45-49 Years,30-06-20,       46584.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,50-54 Years,30-06-20,       49396.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,55-59 Years,30-06-20,       49100.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,60-64 Years,30-06-20,       47238.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,65+ Years,30-06-20,       30316.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,10-14 Years_lower,30-06-20,       36327.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,15-19 Years_lower,30-06-20,       36737.500000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,20-24 Years_lower,30-06-20,       38821.700000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,25-29 Years_lower,30-06-20,       45847.400000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,30-34 Years_lower,30-06-20,       44900.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,35-39 Years_lower,30-06-20,       42720.500000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,40-44 Years_lower,30-06-20,       44378.400000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,45-49 Years_lower,30-06-20,       45233.100000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,50-54 Years_lower,30-06-20,       47963.500000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,55-59 Years_lower,30-06-20,       47037.800000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,60-64 Years_lower,30-06-20,       45962.600000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,65+ Years_lower,30-06-20,       29224.600000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,10-14 Years_upper,30-06-20,       38343.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,15-19 Years_upper,30-06-20,       39402.500000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,20-24 Years_upper,30-06-20,       42994.300000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,25-29 Years_upper,30-06-20,       48976.600000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,30-34 Years_upper,30-06-20,       47582.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,35-39 Years_upper,30-06-20,       45819.500000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,40-44 Years_upper,30-06-20,       47597.600000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,45-49 Years_upper,30-06-20,       47934.900000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,50-54 Years_upper,30-06-20,       50828.500000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,55-59 Years_upper,30-06-20,       51162.200000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,60-64 Years_upper,30-06-20,       48513.400000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,65+ Years_upper,30-06-20,       31407.400000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,10-14 Years,30-06-21,       39015.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,15-19 Years,30-06-21,       40133.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,20-24 Years,30-06-21,       42430.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,25-29 Years,30-06-21,       52160.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,30-34 Years,30-06-21,       48448.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,35-39 Years,30-06-21,       47354.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,40-44 Years,30-06-21,       46317.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,45-49 Years,30-06-21,       49201.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,50-54 Years,30-06-21,       50901.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,55-59 Years,30-06-21,       52736.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,60-64 Years,30-06-21,       49063.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,65+ Years,30-06-21,       33772.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,10-14 Years_lower,30-06-21,       38312.700000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,15-19 Years_lower,30-06-21,       38487.500000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,20-24 Years_lower,30-06-21,       40690.400000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,25-29 Years_lower,30-06-21,       50177.900000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,30-34 Years_lower,30-06-21,       47188.400000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,35-39 Years_lower,30-06-21,       45980.700000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,40-44 Years_lower,30-06-21,       44881.200000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,45-49 Years_lower,30-06-21,       47774.200000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,50-54 Years_lower,30-06-21,       48966.800000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,55-59 Years_lower,30-06-21,       50679.300000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,60-64 Years_lower,30-06-21,       47345.800000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,65+ Years_lower,30-06-21,       32691.300000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,10-14 Years_upper,30-06-21,       39717.300000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,15-19 Years_upper,30-06-21,       41778.500000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,20-24 Years_upper,30-06-21,       44169.600000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,25-29 Years_upper,30-06-21,       54142.100000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,30-34 Years_upper,30-06-21,       49707.600000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,35-39 Years_upper,30-06-21,       48727.300000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,40-44 Years_upper,30-06-21,       47752.800000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,45-49 Years_upper,30-06-21,       50627.800000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,50-54 Years_upper,30-06-21,       52835.200000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,55-59 Years_upper,30-06-21,       54792.700000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,60-64 Years_upper,30-06-21,       50780.200000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By age group,65+ Years_upper,30-06-21,       34852.700000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By gender,Male,30-06-20,       42626.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By gender,Female,30-06-20,       40659.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By gender,Male_lower,30-06-20,       41986.600000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By gender,Female_lower,30-06-20,       40130.400000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By gender,Male_upper,30-06-20,       43265.400000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By gender,Female_upper,30-06-20,       41187.600000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By gender,Male,30-06-21,       44737.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By gender,Female,30-06-21,       43056.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By gender,Male_lower,30-06-21,       44155.400000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By gender,Female_lower,30-06-21,       42582.400000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By gender,Male_upper,30-06-21,       45318.600000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By gender,Female_upper,30-06-21,       43529.600000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By disability status (personal),Disabled,30-06-20,       33518.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By disability status (personal),Non-Disabled,30-06-20,       42851.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By disability status (personal),Disabled_lower,30-06-20,       32478.900000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By disability status (personal),Non-Disabled_lower,30-06-20,       42293.900000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By disability status (personal),Disabled_upper,30-06-20,       34557.100000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By disability status (personal),Non-Disabled_upper,30-06-20,       43408.100000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By disability status (personal),Disabled,30-06-21,       35801.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By disability status (personal),Non-Disabled,30-06-21,       45238.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By disability status (personal),Disabled_lower,30-06-21,       34798.600000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By disability status (personal),Non-Disabled_lower,30-06-21,       44649.900000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By disability status (personal),Disabled_upper,30-06-21,       36803.400000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By disability status (personal),Non-Disabled_upper,30-06-21,       45826.100000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By disability status (household),At least one disabled person in the household,30-06-20,       35902.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By disability status (household),No disabled people in household,30-06-20,       44211.000000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By disability status (household),At least one disabled person in the household_lower,30-06-20,       34753.100000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By disability status (household),No disabled people in household_lower,30-06-20,       43503.600000,Median($),%Y,02-03-22
Economic,Economic standard of living,Income,By disability status (household),At least one disabled person in the household_upper,30-06-20,       37050.900000,Median($),%Y,02-03-22
